Country Code,Date,City,Latitude,Longitude,Max Temp,Humidity,Cloud Cover,Wind Speed
MG,1554361862,Vohibinany,-17.35,49.03,77.43,88,88,2.68
CN,1554361742,Guangyuan,32.43,105.86,78.01,8,8,2.91
AU,1554361818,Byron Bay,-28.65,153.62,77.0,75,75,14.99
EG,1554361863,Rosetta,31.4,30.42,61.23,24,24,6.15
BS,1554361863,Marsh Harbour,26.54,-77.06,73.92,20,20,15.43
AR,1554361865,Santa Rosa,-36.62,-64.29,63.3,48,48,3.91
BW,1554361865,Kang,-23.67,22.79,68.16,0,0,14.09
PE,1554361865,Supe,-10.8,-77.72,68.34,68,68,6.82
CA,1554361866,Hudson Bay,52.86,-102.4,28.56,12,12,7.05
NO,1554361804,Roald,62.58,6.12,41.0,0,0,17.22
RU,1554361866,Ozinki,51.2,49.73,39.54,64,64,5.59
AU,1554357600,Mount Gambier,-37.83,140.78,78.8,90,90,9.17
NZ,1554361626,Otorohanga,-38.18,175.2,63.0,24,24,4.47
KZ,1554359400,Zhezkazgan,47.8,67.71,62.6,75,75,15.66
PG,1554361867,Wewak,-3.55,143.63,84.0,36,36,3.13
RU,1554361868,Uporovo,56.31,66.27,33.87,88,88,15.1
RU,1554359400,Strezhevoy,60.73,77.6,39.2,0,0,8.95
MG,1554361868,Miandrivazo,-19.53,45.46,82.2,0,0,3.91
RU,1554361869,Kysyl-Syr,63.9,122.77,35.49,56,56,3.91
NU,1554357600,Alofi,-19.06,-169.92,75.2,88,88,6.93
NO,1554361864,Hovd,63.83,10.7,41.0,0,0,5.82
MN,1554361869,Darhan,49.49,105.92,39.36,44,44,4.47
CV,1554361870,Sao Filipe,14.9,-24.5,69.33,88,88,13.65
RU,1554361870,Cherskiy,68.75,161.3,27.21,0,0,1.45
RU,1554361871,Tyazhinskiy,56.11,88.52,39.27,76,76,5.37
RU,1554361871,Egvekinot,66.32,-179.17,17.31,0,0,2.35
NG,1554361871,Adeje,5.68,5.76,79.14,48,48,6.6
CA,1554361325,Iqaluit,63.75,-68.52,-4.01,20,20,8.05
NP,1554360600,Kathmandu,27.71,85.32,73.4,75,75,14.99
IE,1554361805,Ballina,54.11,-9.15,39.99,40,40,9.17
BW,1554361872,Ghanzi,-21.7,21.65,70.14,44,44,14.65
AR,1554357600,Neuquen,-38.95,-68.06,57.2,75,75,10.29
AU,1554361823,Corowa,-36.0,146.39,71.01,75,75,10.29
IR,1554361873,Mitu,36.2,46.09,46.74,44,44,3.02
ID,1554361874,Tabat,-2.64,115.23,87.33,32,32,2.13
ML,1554361874,Taoudenni,22.68,-3.98,72.21,36,36,12.08
CA,1554361459,Whitehorse,60.72,-135.06,23.0,90,90,3.36
US,1554361498,Danville,36.59,-79.4,53.6,1,1,3.47
CA,1554361876,Gravelbourg,49.88,-106.56,42.69,80,80,12.19
IQ,1554357600,Baghdad,33.3,44.38,68.0,20,20,8.05
PH,1554361876,Dingle,11.0,122.67,92.55,8,8,12.08
OM,1554361877,Ibra,22.69,58.55,88.59,0,0,3.24
CN,1554361877,Alihe,50.57,123.73,34.77,80,80,6.15
CA,1554360900,Timmins,48.48,-81.33,15.8,75,75,5.82
PL,1554361800,Monki,53.41,22.8,48.0,0,0,18.68
PH,1554361878,Siocon,11.03,124.04,84.45,0,0,5.82
PG,1554361878,Samarai,-10.62,150.67,82.2,64,64,10.4
BR,1554361878,Itamarandiba,-17.86,-42.86,67.53,8,8,2.57
ID,1554361879,Meulaboh,4.14,96.13,84.81,12,12,3.36
ZA,1554361879,Kruisfontein,-34.0,24.73,64.47,64,64,19.69
MX,1554361879,Champerico,16.38,-93.6,69.06,12,12,1.9
MU,1554361743,Cap Malheureux,-19.98,57.61,86.0,40,40,6.93
CI,1554359400,Adiake,5.29,-3.3,82.4,20,20,3.36
MX,1554361880,Celestun,20.87,-90.4,81.57,8,8,15.88
BR,1554361200,Ipixuna,-1.76,-48.8,75.2,75,75,8.05
PE,1554361881,Hualmay,-11.1,-77.61,64.74,24,24,4.47
IR,1554359400,Minab,27.15,57.07,91.4,20,20,6.93
JP,1554361348,Nichinan,31.65,131.31,62.6,40,40,18.34
AU,1554359400,Port Hedland,-20.31,118.58,98.6,0,0,13.87
SE,1554361816,Avesta,60.15,16.18,41.0,0,0,4.7
CO,1554361883,Providencia,1.24,-77.6,54.75,92,92,0.89
AU,1554359400,Kununurra,-15.77,128.74,98.6,75,75,8.05
MY,1554360887,Singapore,1.29,103.85,93.2,75,75,11.41
SO,1554361884,Eyl,7.98,49.82,79.14,92,92,5.37
PG,1554361884,Kavieng,-2.57,150.8,86.07,88,88,11.3
SA,1554357600,Abha,18.22,42.5,71.6,0,0,17.22
US,1554361606,Lexington,38.05,-84.5,53.6,1,1,8.05
PA,1554361802,Chiriqui Grande,8.95,-82.12,59.0,80,80,7.0
MW,1554361885,Kasungu,-13.04,33.48,67.89,56,56,8.16
IN,1554361886,Madhugiri,13.66,77.21,95.16,0,0,10.96
IN,1554361886,Honavar,14.28,74.45,86.88,0,0,3.91
GR,1554361863,Tripoli,37.51,22.37,62.01,40,40,2.13
CN,1554361887,Dongsheng,29.72,112.52,64.83,68,68,6.04
MV,1554361887,Kudahuvadhoo,2.67,72.89,82.56,0,0,1.79
BB,1554357600,Bathsheba,13.22,-59.52,77.0,40,40,19.46
US,1554361715,Crestview,30.76,-86.57,57.2,1,1,3.36
RU,1554359400,Dzerzhinsk,56.24,43.46,41.0,0,0,8.95
CL,1554357600,Copiapo,-27.37,-70.33,60.8,0,0,1.12
BR,1554361889,Carutapera,-1.2,-46.02,76.08,92,92,2.91
ID,1554361200,Tondano,1.3,124.91,91.4,40,40,8.05
FO,1554358800,Klaksvik,62.23,-6.59,39.2,92,92,1.12
SN,1554359400,Gat,14.69,-16.54,68.0,0,0,21.92
RU,1554361890,Komsomolskiy,67.55,63.78,29.91,92,92,11.74
IE,1554361805,Westport,53.8,-9.52,39.99,40,40,9.17
IT,1554361888,Mantua,45.16,10.79,57.0,75,75,24.16
UY,1554361891,Young,-32.7,-57.63,62.67,0,0,3.13
MR,1554361892,Atar,20.52,-13.05,59.79,20,20,7.05
MX,1554361892,Tomatlan,19.93,-105.25,63.12,0,0,2.35
KE,1554357600,Wajir,1.75,40.07,84.2,40,40,10.29
ID,1554361735,Stabat,3.76,98.46,87.8,40,40,12.75
JP,1554361349,Itoman,26.12,127.67,75.2,40,40,12.75
CD,1554361893,Kampene,-3.59,26.67,76.08,8,8,2.91
US,1554361665,Alexandria,31.31,-92.44,63.0,40,40,11.41
NE,1554361894,Bilma,18.69,12.92,67.44,0,0,5.37
UZ,1554359400,Kogon,39.73,64.54,71.6,0,0,11.41
FR,1554361845,Saint-Pierre,48.95,4.24,39.2,0,0,6.93
PY,1554361895,Mayor Pablo Lagerenza,-19.93,-60.77,72.84,8,8,5.7
US,1554361814,Laurinburg,34.77,-79.46,53.6,1,1,3.36
BR,1554361717,Tucurui,-3.77,-49.67,77.43,92,92,2.68
RU,1554359400,Alekseyevka,53.25,50.49,37.4,75,75,11.18
PE,1554361897,Matara,-13.74,-72.9,41.79,48,48,1.9
NE,1554361897,Arlit,18.74,7.39,71.94,0,0,3.58
AR,1554361897,Alamos,-36.9,-62.36,59.61,76,76,5.93
GH,1554357600,Anloga,5.79,0.9,82.4,20,20,9.17
IT,1554361808,Rome,41.89,12.48,60.8,75,75,5.82
RU,1554361898,Toora-Khem,52.47,96.11,36.48,92,92,3.13
NG,1554361899,Auki,12.18,6.51,75.27,12,12,12.41
US,1554361822,Montevideo,44.94,-95.72,39.2,40,40,6.93
IN,1554361899,Phulabani,20.47,84.23,97.41,0,0,4.92
BR,1554361900,Manicore,-5.81,-61.3,76.17,44,44,2.01
US,1554361822,Santa Cruz,36.97,-122.03,57.2,90,90,2.35
MX,1554361903,Guadalupe Victoria,21.68,-105.33,72.84,0,0,4.7
MX,1554361903,Lazaro Cardenas,28.39,-105.62,63.03,0,0,12.41
UG,1554361904,Katete,-0.78,29.75,72.57,12,12,4.25
CZ,1554361801,Postrelmov,49.91,16.91,55.99,0,0,5.01
DZ,1554357600,Adrar,27.87,-0.29,68.0,75,75,24.16
US,1554361901,Londonderry,42.87,-71.37,41.0,1,1,11.41
RU,1554361906,Never,53.98,124.16,37.02,80,80,5.14
DE,1554361860,Grafenhainichen,51.73,12.45,46.99,90,90,4.7
CN,1554361906,Xining,36.62,101.77,49.71,32,32,3.24
AU,1554361844,Lakes Entrance,-37.88,147.99,64.0,80,80,5.01
KZ,1554361907,Shu,43.6,73.76,63.21,32,32,4.7
LR,1554361200,Monrovia,6.33,-10.8,75.2,75,75,4.59
RU,1554361908,Berezovyy,51.67,135.7,36.93,20,20,3.58
JP,1554361445,Fukue,35.03,136.69,66.99,20,20,5.82
GB,1554361889,Yarmouth,50.71,-1.5,44.01,75,75,9.17
PF,1554361345,Tautira,-17.73,-149.15,82.4,40,40,3.36
AU,1554357600,Broken Hill,-31.97,141.45,86.0,20,20,6.93
US,1554361905,Half Moon Bay,37.46,-122.43,57.2,90,90,4.81
CA,1554357600,Edson,53.59,-116.44,32.0,75,75,2.24
PT,1554361707,Barcelos,41.53,-8.62,42.01,75,75,6.93
AR,1554357600,San Carlos de Bariloche,-41.13,-71.31,46.4,40,40,18.34
RU,1554361911,Synya,65.37,58.04,33.24,0,0,5.7
US,1554361612,Cape Canaveral,28.41,-80.6,70.0,1,1,8.05
IN,1554361911,Port Blair,11.67,92.75,83.01,48,48,5.93
RU,1554361911,Talnakh,69.49,88.39,21.63,80,80,7.72
SY,1554361912,Abu Samrah,35.3,37.18,51.87,0,0,3.47
AR,1554361912,Viedma,-40.81,-62.99,70.23,92,92,12.64
CN,1554357600,Dingzhou,38.51,115.0,80.6,0,0,13.42
TZ,1554361913,Micheweni,-4.97,39.83,83.19,68,68,8.95
NP,1554361913,Khandbari,27.38,87.21,42.51,44,44,0.34
US,1554361808,North Platte,41.12,-100.77,41.0,90,90,11.41
RU,1554361914,Evensk,61.92,159.24,34.95,44,44,15.99
RU,1554361914,Igarka,67.47,86.57,21.27,68,68,10.96
GH,1554361914,Axim,4.87,-2.24,84.54,56,56,10.07
CN,1554361915,Shenjiamen,29.96,122.3,52.5,100,100,10.29
IS,1554359460,Grindavik,63.84,-22.43,37.4,75,75,2.24
CN,1554361915,Rongcheng,37.16,122.42,62.58,0,0,23.38
CL,1554357600,Ancud,-41.87,-73.83,46.4,75,75,10.29
TH,1554357600,Mae Ramat,16.98,98.52,93.2,0,0,5.82
ID,1554361916,Labuhan,-2.54,115.51,84.45,64,64,2.13
US,1554361252,Woodward,36.43,-99.39,52.0,1,1,8.39
RU,1554361917,Solnechnyy,50.72,136.64,36.21,0,0,5.7
CA,1554357600,Fort Nelson,58.81,-122.69,12.2,90,90,8.05
US,1554361598,Matamoros,25.87,-97.51,71.6,20,20,9.17
TR,1554361200,Durusu,37.53,40.83,59.0,0,0,11.41
TZ,1554361918,Laela,-8.57,32.05,61.14,92,92,2.35
ZA,1554357600,Oudtshoorn,-33.59,22.2,62.6,0,0,8.05
CA,1554361898,La Tuque,47.44,-72.79,23.61,44,44,12.75
RU,1554361919,Yerbogachen,61.28,108.01,33.42,88,88,6.49
AR,1554361919,Oliva,-32.04,-63.57,68.79,0,0,8.72
MG,1554361919,Antalaha,-14.9,50.28,80.76,88,88,4.92
MU,1554361743,Quatre Cocos,-20.21,57.76,86.0,40,40,6.93
CA,1554361920,Pangnirtung,66.15,-65.72,-9.87,8,8,2.46
US,1554361709,Cortez,37.35,-108.58,33.01,1,1,4.7
RU,1554361921,Sovetskiy,56.76,48.47,31.8,0,0,9.95
MZ,1554357600,Chimoio,-19.11,33.48,68.0,40,40,4.7
NZ,1554361685,Kaeo,-35.1,173.78,63.0,0,0,6.49
RU,1554361921,Muzhi,65.4,64.7,35.76,0,0,7.94
